"","siteid","estuaryname","stationno","samplecollectiondate","transectreplicate","plotreplicate","covertype","scientificname","commonname","status","estimatedcover","percentcovercode","daubenmiremidpoint","tallestplantheight_cm","percentcovernotes","habitat","live_dead","identificationnotes","unknownreplicate","projectid","method","objectid","region","estuaryclass","mpastatus","estuarytype"
"2197","CC-PAJ","Pajaro River",1,"2023-10-24",1,1,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2198","CC-PAJ","Pajaro River",1,"2023-10-24",1,1,"wrack","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2199","CC-PAJ","Pajaro River",1,"2023-10-24",1,1,"trash","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2200","CC-PAJ","Pajaro River",1,"2023-10-24",1,2,"vegetation","Distichlis spicata","salt grass","native",5,2,3,22,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2201","CC-PAJ","Pajaro River",1,"2023-10-24",1,2,"vegetation","Elymus triticoides","beardless wild rye","native",1,1,0.5,38,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2202","CC-PAJ","Pajaro River",1,"2023-10-24",1,2,"thatch","Not recorded","Not recorded","Not recorded",3,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2203","CC-PAJ","Pajaro River",1,"2023-10-24",1,3,"vegetation","Distichlis spicata","salt grass","native",5,2,3,20,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2204","CC-PAJ","Pajaro River",1,"2023-10-24",1,3,"vegetation","Distichlis spicata","salt grass","native",2,2,3,12,"","High marsh","Dead","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2205","CC-PAJ","Pajaro River",1,"2023-10-24",1,3,"vegetation","Elymus triticoides","beardless wild rye","native",2,2,3,44,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2206","CC-PAJ","Pajaro River",1,"2023-10-24",1,3,"thatch","Not recorded","Not recorded","Not recorded",10,3,15,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2207","CC-PAJ","Pajaro River",1,"2023-10-24",1,4,"vegetation","unknown grass","unknown grass","Not recorded",4,2,3,51,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2208","CC-PAJ","Pajaro River",1,"2023-10-24",1,4,"wrack","Not recorded","Not recorded","Not recorded",100,7,97.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2209","CC-PAJ","Pajaro River",1,"2023-10-24",1,4,"trash","Not recorded","Not recorded","Not recorded",2,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2210","CC-PAJ","Pajaro River",1,"2023-10-24",1,4,"woody debris","Not recorded","Not recorded","Not recorded",3,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2211","CC-PAJ","Pajaro River",1,"2023-10-24",1,5,"thatch","Not recorded","Not recorded","Not recorded",30,4,37.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2212","CC-PAJ","Pajaro River",1,"2023-10-24",1,5,"wrack","Not recorded","Not recorded","Not recorded",3,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2213","CC-PAJ","Pajaro River",1,"2023-10-24",1,5,"woody debris","Not recorded","Not recorded","Not recorded",10,3,15,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2214","CC-PAJ","Pajaro River",1,"2023-10-24",1,6,"thatch","Not recorded","Not recorded","Not recorded",100,7,97.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2215","CC-PAJ","Pajaro River",1,"2023-10-24",2,1,"vegetation","Jaumea carnosa","fleshy jaumea","native",80,6,85,11,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2216","CC-PAJ","Pajaro River",1,"2023-10-24",2,1,"vegetation","Distichlis spicata","salt grass","native",10,3,15,11,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2217","CC-PAJ","Pajaro River",1,"2023-10-24",2,1,"wrack","Not recorded","Not recorded","Not recorded",95,6,85,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2218","CC-PAJ","Pajaro River",1,"2023-10-24",2,1,"trash","Not recorded","Not recorded","Not recorded",2,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2219","CC-PAJ","Pajaro River",1,"2023-10-24",2,1,"woody debris","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2220","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"vegetation","Grindelia stricta","marsh gumplant","native",4,2,3,52,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2221","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"vegetation","Grindelia stricta","marsh gumplant","native",3,2,3,54,"","Mid marsh","Dead","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2222","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"vegetation","Distichlis spicata","salt grass","native",8,3,15,22,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2223","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"vegetation","Distichlis spicata","salt grass","native",4,2,3,23,"","Mid marsh","Dead","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2224","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2225","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"wrack","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2226","CC-PAJ","Pajaro River",1,"2023-10-24",2,2,"trash","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2227","CC-PAJ","Pajaro River",1,"2023-10-24",1,4,"vegetation","Carpobrotus edulis","iceplant","invasive",1,1,0.5,7,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2228","CC-PAJ","Pajaro River",1,"2023-10-24",2,3,"vegetation","Distichlis spicata","salt grass","native",2,2,3,21,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2229","CC-PAJ","Pajaro River",1,"2023-10-24",2,3,"thatch","Not recorded","Not recorded","Not recorded",50,4,37.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2230","CC-PAJ","Pajaro River",1,"2023-10-24",2,3,"wrack","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2231","CC-PAJ","Pajaro River",1,"2023-10-24",2,3,"trash","Not recorded","Not recorded","Not recorded",1,1,0.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2232","CC-PAJ","Pajaro River",1,"2023-10-24",2,4,"vegetation","Lupinus arboreus","yellow bush lupine","native",10,3,15,95,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2233","SC-MAL","Malibu Lagoon",2,"2021-04-06",1,1,"vegetation","Jaumea carnosa","fleshy jaumea","native",5,2,3,9,"Not recorded","Low marsh","Live","-88",-88,"EMPA","within_elevation",6,"South","Lagoonal","NON-MPA","Temporarily Closed"
"2234","CC-PAJ","Pajaro River",1,"2023-10-24",2,4,"thatch","Not recorded","Not recorded","Not recorded",5,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2235","CC-PAJ","Pajaro River",1,"2023-10-24",2,4,"wrack","Not recorded","Not recorded","Not recorded",40,4,37.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2236","CC-PAJ","Pajaro River",1,"2023-10-24",2,4,"trash","Not recorded","Not recorded","Not recorded",61,5,62.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2237","CC-PAJ","Pajaro River",1,"2023-10-24",2,5,"vegetation","Lupinus arboreus","yellow bush lupine","native",7,3,15,86,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2238","CC-PAJ","Pajaro River",1,"2023-10-24",2,5,"vegetation","Distichlis spicata","salt grass","native",3,2,3,17,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2239","CC-PAJ","Pajaro River",1,"2023-10-24",2,5,"thatch","Not recorded","Not recorded","Not recorded",80,6,85,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2240","CC-PAJ","Pajaro River",1,"2023-10-24",2,5,"wrack","Not recorded","Not recorded","Not recorded",80,6,85,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2241","CC-PAJ","Pajaro River",1,"2023-10-24",2,5,"trash","Not recorded","Not recorded","Not recorded",2,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2242","CC-PAJ","Pajaro River",1,"2023-10-24",2,6,"vegetation","Distichlis spicata","salt grass","native",1,1,0.5,20,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2243","CC-PAJ","Pajaro River",1,"2023-10-24",2,6,"thatch","Not recorded","Not recorded","Not recorded",100,7,97.5,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2244","CC-PAJ","Pajaro River",1,"2023-10-24",3,1,"vegetation","Jaumea carnosa","fleshy jaumea","native",45,4,37.5,15,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2245","CC-PAJ","Pajaro River",1,"2023-10-24",3,1,"vegetation","Distichlis spicata","salt grass","native",10,3,15,22,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2246","CC-PAJ","Pajaro River",1,"2023-10-24",3,1,"vegetation","Grindelia stricta","marsh gumplant","native",3,2,3,40,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2247","CC-PAJ","Pajaro River",1,"2023-10-24",3,1,"vegetation","Grindelia stricta","marsh gumplant","native",10,3,15,68,"","Mid marsh","Dead","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2248","CC-PAJ","Pajaro River",1,"2023-10-24",3,1,"thatch","Not recorded","Not recorded","Not recorded",25,3,15,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2249","CC-PAJ","Pajaro River",1,"2023-10-24",3,2,"vegetation","Scirpus pungens","three-square bulrush","native",13,3,15,32,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2250","CC-PAJ","Pajaro River",1,"2023-10-24",3,2,"vegetation","Grindelia stricta","marsh gumplant","native",10,3,15,85,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2251","CC-PAJ","Pajaro River",1,"2023-10-24",3,2,"vegetation","Grindelia stricta","marsh gumplant","native",3,2,3,23,"","High marsh","Dead","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2252","CC-PAJ","Pajaro River",1,"2023-10-24",3,2,"vegetation","Distichlis spicata","salt grass","native",1,1,0.5,10,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2253","CC-PAJ","Pajaro River",1,"2023-10-24",3,2,"thatch","Not recorded","Not recorded","Not recorded",30,4,37.5,30,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2254","CC-PAJ","Pajaro River",1,"2023-10-24",3,3,"vegetation","Frankenia salina","alkali heath","native",5,2,3,17,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2255","CC-PAJ","Pajaro River",1,"2023-10-24",3,3,"vegetation","Jaumea carnosa","fleshy jaumea","native",3,2,3,20,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2256","CC-PAJ","Pajaro River",1,"2023-10-24",3,3,"vegetation","Toxicodendron diversilobum","Western poison oak","native",1,1,0.5,18,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2257","CC-PAJ","Pajaro River",1,"2023-10-24",3,3,"thatch","Not recorded","Not recorded","Not recorded",95,6,85,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2258","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"vegetation","Grindelia stricta","marsh gumplant","native",20,3,15,116,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2259","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"vegetation","Scirpus pungens","three-square bulrush","native",3,2,3,78,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2260","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"vegetation","Erigeron canadensis","horseweed","native",3,2,3,65,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2261","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"thatch","Not recorded","Not recorded","Not recorded",10,3,15,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2262","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"wrack","Not recorded","Not recorded","Not recorded",4,2,3,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2263","CC-PAJ","Pajaro River",1,"2023-10-24",3,5,"vegetation","Toxicodendron diversilobum","Western poison oak","native",2,2,3,36,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2264","CC-PAJ","Pajaro River",1,"2023-10-24",3,5,"thatch","Not recorded","Not recorded","Not recorded",90,6,85,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2265","CC-PAJ","Pajaro River",1,"2023-10-24",3,5,"wrack","Not recorded","Not recorded","Not recorded",8,3,15,-88,"","High marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2266","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"vegetation","Frankenia salina","alkali heath","native",80,6,85,30,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2267","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"vegetation","Jaumea carnosa","fleshy jaumea","native",25,3,15,25,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2268","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"vegetation","Distichlis spicata","salt grass","native",5,2,3,17,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2269","CC-PAJ","Pajaro River",1,"2023-10-24",3,3,"vegetation","Carpobrotus edulis","iceplant","invasive",76,6,85,20,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2270","CC-PAJ","Pajaro River",1,"2023-10-24",3,4,"vegetation","Carpobrotus edulis","iceplant","invasive",20,3,15,22,"","High marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2271","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"vegetation","Atriplex prostrata","fat hen","non-native",5,2,3,32,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2272","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"vegetation","Cuscuta salina","salt dodder","native",1,1,0.5,16,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2273","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"thatch","Not recorded","Not recorded","Not recorded",70,5,62.5,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2274","CC-PAJ","Pajaro River",2,"2023-10-23",1,1,"wrack","Not recorded","Not recorded","Not recorded",2,2,3,-88,"","Mid marsh","Not recorded","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2275","CC-PAJ","Pajaro River",2,"2023-10-23",1,2,"vegetation","Salicornia pacifica","Pickleweed","native",35,4,37.5,40,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2276","CC-PAJ","Pajaro River",2,"2023-10-23",1,2,"vegetation","Frankenia salina","alkali heath","native",35,4,37.5,43,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
"2277","CC-PAJ","Pajaro River",2,"2023-10-23",1,2,"vegetation","Distichlis spicata","salt grass","native",10,3,15,33,"","Mid marsh","Live","",-88,"EMPA","across_elevation",12,"Central","Lagoonal","NON-MPA","Temporarily Closed"
