"","siteid","estuaryname","stationno","samplecollectiondate","tide","transectreplicate","habitat","datacollector","dataentryperson","samplemetadatanotes","projectid","elevation_time","elevation_ellipsoid","elevation_units","elevation_corr","datum_latlong","elevation_timezone","elevation_orthometric","elevation_datum","method","plotreplicate","vegetated_cover","non_vegetated_cover","latitude","longitude","objectid","region","estuaryclass","mpastatus","estuarytype"
"857","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","mid",2,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","14:30:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",4,45,55,32.97077,-117.25628,27,"South","Riverine","MPA","Perennially Open"
"858","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","mid",2,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","14:30:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",5,65,35,32.97055,-117.2562,27,"South","Riverine","MPA","Perennially Open"
"859","NC-BOL","Bolinas Lagoon",-88,"2021-05-07","Not recorded",1,"Low marsh","Brent Hughes","Abbey Dias","transect lat/long from fall 2022 used","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",3,90,10,-88,-88,3,"North","Embayment","NON-MPA","Perennially Open"
"860","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","mid",2,"Unvegetated salt panne","LS, JB","NM","","Bight-Estuary-23","14:30:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",6,0,100,32.97037,-117.25612,27,"South","Riverine","MPA","Perennially Open"
"861","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",1,95,5,32.97158,-117.25588,27,"South","Riverine","MPA","Perennially Open"
"862","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",2,30,70,32.97135,-117.2558,27,"South","Riverine","MPA","Perennially Open"
"863","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",3,20,80,32.97117,-117.2557,27,"South","Riverine","MPA","Perennially Open"
"864","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",4,25,75,32.97097,-117.25565,27,"South","Riverine","MPA","Perennially Open"
"865","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",5,35,65,32.97077,-117.25557,27,"South","Riverine","MPA","Perennially Open"
"866","SC-SDL","San Dieguito Lagoon",1,"2023-10-13","low",3,"Unvegetated salt panne","LS, JB","NM","","Bight-Estuary-23","15:04:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",6,3,97,32.97058,-117.2555,27,"South","Riverine","MPA","Perennially Open"
"867","NC-BOL","Bolinas Lagoon",-88,"2021-05-07","Not recorded",2,"Mid marsh","Brent Hughes","Abbey Dias","transect lat/long from fall 2022 used","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,3,"North","Embayment","NON-MPA","Perennially Open"
"868","SC-SDL","San Dieguito Lagoon",3,"2023-10-13","low",2,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:03:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",3,20,80,32.97537,-117.2477,27,"South","Riverine","MPA","Perennially Open"
"869","SC-SDL","San Dieguito Lagoon",3,"2023-10-13","low",2,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:03:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",4,10,90,32.97525,-117.24752,27,"South","Riverine","MPA","Perennially Open"
"870","SC-SDL","San Dieguito Lagoon",3,"2023-10-13","low",2,"Mid marsh","LS, JB","NM","","Bight-Estuary-23","15:03:00",NA,"m","No","wgs84","",NA,"Not recorded","across_elevation",5,30,70,32.97512,-117.2473,27,"South","Riverine","MPA","Perennially Open"
"871","NC-BOL","Bolinas Lagoon",-88,"2021-05-07","Not recorded",3,"High marsh","Brent Hughes","Abbey Dias","transect lat/long from fall 2022 used","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,57,43,-88,-88,3,"North","Embayment","NON-MPA","Perennially Open"
"872","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",5,"High marsh","KU","JW","SWMP_TRNERR_V1_North_SWMP_40","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.1046,"NAVD88","across_elevation",5,99,1,32.5502644,-117.1188857,33,"South","Riverine","MPA","Temporarily Closed"
"873","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",5,"High marsh","KU","JW","SWMP_TRNERR_V1_North_SWMP_51","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.6012,"NAVD88","across_elevation",6,92,8,32.55030526,-117.1187669,33,"South","Riverine","MPA","Temporarily Closed"
"874","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",5,"Upland","KU","JW","SWMP_TRNERR_V1_North_SWMP_60","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.5826,"NAVD88","across_elevation",7,80,20,32.55033337,-117.1186895,33,"South","Riverine","MPA","Temporarily Closed"
"875","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",5,"Upland","KU","JW","SWMP_TRNERR_V1_North_SWMP_63.5","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.4962,"NAVD88","across_elevation",8,95,5,32.5503678,-117.1185908,33,"South","Riverine","MPA","Temporarily Closed"
"876","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",5,"Upland","KU","JW","SWMP_TRNERR_V1_North_SWMP_67","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.3668,"NAVD88","across_elevation",9,98,2,32.55040509,-117.118491,33,"South","Riverine","MPA","Temporarily Closed"
"877","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Low marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_0","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.4788,"NAVD88","across_elevation",1,90,10,32.55007282,-117.1191161,33,"South","Riverine","MPA","Temporarily Closed"
"878","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Mid marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_10","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.544,"NAVD88","across_elevation",2,60,40,32.55008424,-117.1190764,33,"South","Riverine","MPA","Temporarily Closed"
"879","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Mid marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_20","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.9148,"NAVD88","across_elevation",3,55,45,32.55009821,-117.1190263,33,"South","Riverine","MPA","Temporarily Closed"
"880","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Low marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_27.8","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.1026,"NAVD88","across_elevation",4,95,5,32.55013649,-117.1189063,33,"South","Riverine","MPA","Temporarily Closed"
"881","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"High marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_40","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.6792,"NAVD88","across_elevation",5,98,2,32.55016112,-117.1188271,33,"South","Riverine","MPA","Temporarily Closed"
"882","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"High marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_48","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.6282,"NAVD88","across_elevation",6,100,0,32.5502006,-117.1187052,33,"South","Riverine","MPA","Temporarily Closed"
"883","SC-BOL","Bolsa Chica",1,"2023-10-29","low",1,"Low marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,50,50,33.69211552,-118.0385345,55,"South","Lagoonal","MPA","Perennially Open"
"884","SC-BOL","Bolsa Chica",1,"2023-10-29","low",1,"Low marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,75,25,33.69210842,-118.03858741,55,"South","Lagoonal","MPA","Perennially Open"
"885","SC-BOL","Bolsa Chica",1,"2023-10-29","low",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,30,70,33.69210326,-118.03864008,55,"South","Lagoonal","MPA","Perennially Open"
"886","SC-BOL","Bolsa Chica",1,"2023-10-29","low",2,"Low marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,5,95,33.69225758,-118.03851164,55,"South","Lagoonal","MPA","Perennially Open"
"887","SC-BOL","Bolsa Chica",1,"2023-10-29","low",2,"Low marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,25,75,33.69225335,-118.03856645,55,"South","Lagoonal","MPA","Perennially Open"
"888","SC-BOL","Bolsa Chica",1,"2023-10-29","low",2,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,0,100,33.69224967,-118.03861896,55,"South","Lagoonal","MPA","Perennially Open"
"889","SC-BOL","Bolsa Chica",1,"2023-10-29","low",2,"High marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",4,10,90,33.69224821,-118.03867224,55,"South","Lagoonal","MPA","Perennially Open"
"890","SC-BOL","Bolsa Chica",1,"2023-10-29","low",2,"High marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",5,60,40,33.69224139,-118.03872948,55,"South","Lagoonal","MPA","Perennially Open"
"891","SC-BOL","Bolsa Chica",1,"2023-10-29","low",3,"Low marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,15,85,33.69371293,-118.03949376,55,"South","Lagoonal","MPA","Perennially Open"
"892","SC-BOL","Bolsa Chica",1,"2023-10-29","low",3,"Low marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,30,70,33.69367781,-118.0395246,55,"South","Lagoonal","MPA","Perennially Open"
"893","SC-BOL","Bolsa Chica",1,"2023-10-29","low",3,"Low marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,20,80,33.69364305,-118.03955999,55,"South","Lagoonal","MPA","Perennially Open"
"894","SC-BOL","Bolsa Chica",1,"2023-10-29","low",3,"Mid marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",4,0,100,33.69360946,-118.03959444,55,"South","Lagoonal","MPA","Perennially Open"
"895","SC-BOL","Bolsa Chica",1,"2023-10-29","low",4,"Low marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,7,93,33.69376675,-118.03958311,55,"South","Lagoonal","MPA","Perennially Open"
"896","SC-BOL","Bolsa Chica",1,"2023-10-29","low",4,"Low marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,5,95,33.69373593,-118.03961993,55,"South","Lagoonal","MPA","Perennially Open"
"897","NC-DRA","Drakes Estero",13,"2021-04-15","ingoing",1,"Mid marsh","Alyssa, Joe","Alyssa Cooper","Estimated total cover from species information","EMPA","Not recorded",NA,"","Not recorded","","",NA,"","within_elevation",2,90,10,-88,-88,4,"North","Embayment","MPA","Perennially Open"
"898","SC-BOL","Bolsa Chica",1,"2023-10-29","low",4,"Mid marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,99,1,33.69370482,-118.03965751,55,"South","Lagoonal","MPA","Perennially Open"
"899","SC-BOL","Bolsa Chica",1,"2023-10-29","low",4,"High marsh","LL, DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",4,60,40,33.69367462,-118.03969642,55,"South","Lagoonal","MPA","Perennially Open"
"900","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","mid berm s2","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,95,5,33.69218584,-118.0390995,55,"South","Lagoonal","MPA","Perennially Open"
"901","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","top berm s2","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,90,10,33.69221688,-118.03914443,55,"South","Lagoonal","MPA","Perennially Open"
"902","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","road s1 s2","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,95,5,33.69224324,-118.03918014,55,"South","Lagoonal","MPA","Perennially Open"
"903","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",4,90,10,33.69227296,-118.03922004,55,"South","Lagoonal","MPA","Perennially Open"
"904","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",5,95,5,33.6923044,-118.03925886,55,"South","Lagoonal","MPA","Perennially Open"
"905","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",6,98,2,33.69233379,-118.03930018,55,"South","Lagoonal","MPA","Perennially Open"
"906","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",7,95,5,33.6923646,-118.03934009,55,"South","Lagoonal","MPA","Perennially Open"
"907","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",8,90,10,33.69239502,-118.0393791,55,"South","Lagoonal","MPA","Perennially Open"
"908","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",9,80,20,33.69242679,-118.03941422,55,"South","Lagoonal","MPA","Perennially Open"
"909","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",10,70,30,33.69246059,-118.03945093,55,"South","Lagoonal","MPA","Perennially Open"
"910","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",11,98,2,33.69249221,-118.03948987,55,"South","Lagoonal","MPA","Perennially Open"
"911","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",12,98,2,33.69252043,-118.03953163,55,"South","Lagoonal","MPA","Perennially Open"
"912","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",13,85,15,33.69254806,-118.0395731,55,"South","Lagoonal","MPA","Perennially Open"
"913","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",14,90,10,33.69257816,-118.03961311,55,"South","Lagoonal","MPA","Perennially Open"
"914","SC-BOL","Bolsa Chica",2,"2023-10-29","high",1,"Mid marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",15,95,5,33.69260687,-118.03965429,55,"South","Lagoonal","MPA","Perennially Open"
"915","SC-BOL","Bolsa Chica",3,"2023-10-30","high",1,"Low marsh","NV/ MW","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",1,15,85,33.7041479,-118.0537803,55,"South","Lagoonal","MPA","Perennially Open"
"916","SC-BOL","Bolsa Chica",3,"2023-10-30","high",1,"Low marsh","DB/ DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",2,100,0,33.70417793,-118.05374122,55,"South","Lagoonal","MPA","Perennially Open"
"917","SC-BOL","Bolsa Chica",3,"2023-10-30","high",1,"Low marsh","DB/ DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",3,100,0,33.70420705,-118.05370009,55,"South","Lagoonal","MPA","Perennially Open"
"918","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"High marsh","KU","JW","SWMP_TRNERR_V1_South_SWMP_60","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.591,"NAVD88","across_elevation",7,100,0,32.55022614,-117.1186282,33,"South","Riverine","MPA","Temporarily Closed"
"919","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Upland","KU","JW","SWMP_TRNERR_V1_South_SWMP_65","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.547,"NAVD88","across_elevation",8,90,10,32.55025764,-117.1185287,33,"South","Riverine","MPA","Temporarily Closed"
"920","SC-TJES","Tijuana River Estuary South",1,"2023-10-27","low",6,"Upland","KU","JW","SWMP_TRNERR_V1_South_SWMP_69","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",1.4518,"NAVD88","across_elevation",9,100,0,32.55028992,-117.1184274,33,"South","Riverine","MPA","Temporarily Closed"
"921","SC-TJES","Tijuana River Estuary South",2,"2023-04-25","low",1,"Mid marsh","KU","JW","SWMP_TRNERR_South_Beach_E_Old Model Marsh_SWMP_0R","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.7134,"NAVD88","across_elevation",1,100,0,32.54746613,-117.1217201,33,"South","Riverine","MPA","Temporarily Closed"
"922","SC-TJES","Tijuana River Estuary South",2,"2023-04-25","low",1,"High marsh","KU","JW","SWMP_TRNERR_South_Beach_E_Old Model Marsh_SWMP_16R","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.3624,"NAVD88","across_elevation",2,95,5,32.54760923,-117.1217374,33,"South","Riverine","MPA","Temporarily Closed"
"923","SC-TJES","Tijuana River Estuary South",2,"2023-04-25","low",1,"High marsh","KU","JW","SWMP_TRNERR_South_Beach_E_Old Model Marsh_SWMP_28L","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.195,"NAVD88","across_elevation",3,80,20,32.54771606,-117.1217618,33,"South","Riverine","MPA","Temporarily Closed"
"924","SC-TJES","Tijuana River Estuary South",2,"2023-04-25","low",1,"Mid marsh","KU","JW","SWMP_TRNERR_South_Beach_E_Old Model Marsh_SWMP_5L","Bight-Estuary-23","Not recorded",NA,"m","Yes","NAD83","",2.4596,"NAVD88","across_elevation",7,100,0,32.54751005,-117.1217357,33,"South","Riverine","MPA","Temporarily Closed"
"925","NC-DRA","Drakes Estero",1,"2023-10-06","mid",2,"Low marsh","Shirah Strock, Vini Souza, Joel Huckeba","Shirah Strock, Vini Souza, Joel Huckeba","","EMPA","00:00:00",NA,"","Not recorded","WGS84","",NA,"","across_elevation",8,50,50,38.02847,-122.88575,4,"North","Embayment","MPA","Perennially Open"
"926","SC-BOL","Bolsa Chica",3,"2023-10-30","high",1,"Mid marsh","DB/ DG","DB","","Bight-Estuary-23","Not recorded",NA,"","Not recorded","","",NA,"","across_elevation",4,100,0,33.70423675,-118.05365988,55,"South","Lagoonal","MPA","Perennially Open"
